,Word,e,t,a,o,i,th,he,in,er,an,Frequency
803,freed,2,0,0,0,0,0,0,0,0,0,7.340258e-06
804,freer,2,0,0,0,0,0,0,0,1,0,1.3607540000000002e-06
805,fresh,1,0,0,0,0,0,0,0,0,0,5.5479399999999996e-05
806,friar,0,0,1,0,1,0,0,0,0,0,1.80047e-06
807,fried,1,0,0,0,1,0,0,0,0,0,6.601763999999999e-06
808,frill,0,0,0,0,1,0,0,0,0,0,2.1731520000000002e-07
809,frisk,0,0,0,0,1,0,0,0,0,0,4.787113999999999e-07
810,fritz,0,1,0,0,1,0,0,0,0,0,3.216402e-06
811,frock,0,0,0,1,0,0,0,0,0,0,1.587316e-06
812,frond,0,0,0,1,0,0,0,0,0,0,1.877062e-07
813,front,0,1,0,1,0,0,0,0,0,0,0.00018323179999999998
814,frost,0,1,0,1,0,0,0,0,0,0,7.283642000000001e-06
815,froth,0,1,0,1,0,1,0,0,0,0,8.509482000000001e-07
816,frown,0,0,0,1,0,0,0,0,0,0,7.180517999999999e-06
817,froze,1,0,0,1,0,0,0,0,0,0,6.8737800000000004e-06
818,fruit,0,1,0,0,1,0,0,0,0,0,3.514986e-05
819,fudge,1,0,0,0,0,0,0,0,0,0,1.0766114e-06
820,fugue,1,0,0,0,0,0,0,0,0,0,6.103594e-07
821,fully,0,0,0,0,0,0,0,0,0,0,7.158172e-05
822,fungi,0,0,0,0,1,0,0,0,0,0,5.215697999999999e-06
823,funky,0,0,0,0,0,0,0,0,0,0,7.134438e-07
824,funny,0,0,0,0,0,0,0,0,0,0,2.104836e-05
825,furor,0,0,0,1,0,0,0,0,0,0,3.9599699999999997e-07
826,furry,0,0,0,0,0,0,0,0,0,0,1.533022e-06
827,fussy,0,0,0,0,0,0,0,0,0,0,8.672620000000001e-07
828,fuzzy,0,0,0,0,0,0,0,0,0,0,1.0508288e-05
829,gaffe,1,0,1,0,0,0,0,0,0,0,1.373512e-07
830,gaily,0,0,1,0,1,0,0,0,0,0,1.4416278000000001e-06
831,gamer,1,0,1,0,0,0,0,0,1,0,4.4044639999999997e-07
832,gamma,0,0,2,0,0,0,0,0,0,0,5.16669e-06
833,gamut,0,1,1,0,0,0,0,0,0,0,9.271084e-07
834,gassy,0,0,1,0,0,0,0,0,0,0,8.476272e-08
835,gaudy,0,0,1,0,0,0,0,0,0,0,9.526831999999999e-07
836,gauge,1,0,1,0,0,0,0,0,0,0,8.047802e-06
837,gaunt,0,1,1,0,0,0,0,0,0,0,2.174244e-06
838,gauze,1,0,1,0,0,0,0,0,0,0,1.7240499999999998e-06
839,gavel,1,0,1,0,0,0,0,0,0,0,4.288256e-07
840,gawky,0,0,1,0,0,0,0,0,0,0,1.547874e-07
841,gayer,1,0,1,0,0,0,0,0,1,0,1.7487699999999998e-07
842,gayly,0,0,1,0,0,0,0,0,0,0,3.275682e-07
843,gazer,1,0,1,0,0,0,0,0,1,0,1.2030898000000003e-07
844,gecko,1,0,0,1,0,0,0,0,0,0,3.33516e-07
845,geeky,2,0,0,0,0,0,0,0,0,0,2.1035399999999998e-07
846,geese,3,0,0,0,0,0,0,0,0,0,2.016064e-06
847,genie,2,0,0,0,1,0,0,0,0,0,9.95748e-07
848,genre,2,0,0,0,0,0,0,0,0,0,1.388126e-05
849,ghost,0,1,0,1,0,0,0,0,0,0,1.939496e-05
850,ghoul,0,0,0,1,0,0,0,0,0,0,4.094318e-07
851,giant,0,1,1,0,1,0,0,0,0,1,2.22238e-05
852,giddy,0,0,0,0,1,0,0,0,0,0,1.981688e-06
853,gipsy,0,0,0,0,1,0,0,0,0,0,5.768236e-07
854,girly,0,0,0,0,1,0,0,0,0,0,5.552468e-07
855,girth,0,1,0,0,1,1,0,0,0,0,9.838357999999999e-07
856,given,1,0,0,0,1,0,0,0,0,0,0.0003021832
857,giver,1,0,0,0,1,0,0,0,1,0,1.913814e-06
858,glade,1,0,1,0,0,0,0,0,0,0,9.161548e-07
859,gland,0,0,1,0,0,0,0,0,0,1,6.526874e-06
860,glare,1,0,1,0,0,0,0,0,0,0,7.054416e-06
861,glass,0,0,1,0,0,0,0,0,0,0,7.880316e-05
862,glaze,1,0,1,0,0,0,0,0,0,0,1.6797099999999998e-06
863,gleam,1,0,1,0,0,0,0,0,0,0,3.579124e-06
864,glean,1,0,1,0,0,0,0,0,0,1,8.634564e-07
865,glide,1,0,0,0,1,0,0,0,0,0,2.2780619999999996e-06
866,glint,0,1,0,0,1,0,0,1,0,0,2.028712e-06
867,gloat,0,1,1,1,0,0,0,0,0,0,3.8842839999999996e-07
868,globe,1,0,0,1,0,0,0,0,0,0,1.2371960000000002e-05
869,gloom,0,0,0,2,0,0,0,0,0,0,5.415357999999999e-06
870,glory,0,0,0,1,0,0,0,0,0,0,2.791356e-05
871,gloss,0,0,0,1,0,0,0,0,0,0,2.567438e-06
872,glove,1,0,0,1,0,0,0,0,0,0,4.003536e-06
873,glyph,0,0,0,0,0,0,0,0,0,0,3.1236520000000004e-07
874,gnash,0,0,1,0,0,0,0,0,0,0,1.0882859999999998e-07
875,gnome,1,0,0,1,0,0,0,0,0,0,7.110246e-07
876,godly,0,0,0,1,0,0,0,0,0,0,3.020308e-06
877,going,0,0,0,1,1,0,0,1,0,0,0.00042392760000000004
878,golem,1,0,0,1,0,0,0,0,0,0,5.935673999999999e-07
879,golly,0,0,0,1,0,0,0,0,0,0,3.3431600000000004e-07
880,gonad,0,0,1,1,0,0,0,0,0,0,2.15553e-07
881,goner,1,0,0,1,0,0,0,0,1,0,2.3839179999999997e-07
882,goody,0,0,0,2,0,0,0,0,0,0,8.108012e-07
883,gooey,1,0,0,2,0,0,0,0,0,0,5.298678000000001e-07
884,goofy,0,0,0,2,0,0,0,0,0,0,8.305791999999999e-07
885,goose,1,0,0,2,0,0,0,0,0,0,4.836776e-06
886,gorge,1,0,0,1,0,0,0,0,0,0,2.676004e-06
887,gouge,1,0,0,1,0,0,0,0,0,0,4.133986e-07
888,gourd,0,0,0,1,0,0,0,0,0,0,7.938176e-07
889,grace,1,0,1,0,0,0,0,0,0,0,5.0461500000000005e-05
890,grade,1,0,1,0,0,0,0,0,0,0,2.926332e-05
891,graft,0,1,1,0,0,0,0,0,0,0,5.627051999999999e-06
892,grail,0,0,1,0,1,0,0,0,0,0,1.30267e-06
893,grain,0,0,1,0,1,0,0,1,0,0,2.110918e-05
894,grand,0,0,1,0,0,0,0,0,0,1,4.274478e-05
895,grant,0,1,1,0,0,0,0,0,0,1,3.7338499999999995e-05
896,grape,1,0,1,0,0,0,0,0,0,0,3.6120559999999997e-06
897,graph,0,0,1,0,0,0,0,0,0,0,2.16223e-05
898,grasp,0,0,1,0,0,0,0,0,0,0,1.615062e-05
899,grass,0,0,1,0,0,0,0,0,0,0,2.928982e-05
900,grate,1,1,1,0,0,0,0,0,0,0,2.0024779999999997e-06
901,grave,1,0,1,0,0,0,0,0,0,0,2.3354919999999997e-05
902,gravy,0,0,1,0,0,0,0,0,0,0,1.8152100000000003e-06
903,graze,1,0,1,0,0,0,0,0,0,0,1.342618e-06
904,great,1,1,1,0,0,0,0,0,0,0,0.0003802658
905,greed,2,0,0,0,0,0,0,0,0,0,4.936816e-06
906,green,2,0,0,0,0,0,0,0,0,0,0.0001065114
907,greet,2,1,0,0,0,0,0,0,0,0,6.228932e-06
908,grief,1,0,0,0,1,0,0,0,0,0,2.012722e-05
909,grill,0,0,0,0,1,0,0,0,0,0,4.278865999999999e-06
910,grime,1,0,0,0,1,0,0,0,0,0,9.928978000000001e-07
911,grimy,0,0,0,0,1,0,0,0,0,0,1.0784599999999999e-06
912,grind,0,0,0,0,1,0,0,1,0,0,2.9671120000000003e-06
913,gripe,1,0,0,0,1,0,0,0,0,0,2.819784e-07
914,groan,0,0,1,1,0,0,0,0,0,1,5.503787999999999e-06
915,groin,0,0,0,1,1,0,0,1,0,0,2.5885140000000003e-06
916,groom,0,0,0,2,0,0,0,0,0,0,3.891504000000001e-06
917,grope,1,0,0,1,0,0,0,0,0,0,4.96885e-07
918,gross,0,0,0,1,0,0,0,0,0,0,2.069382e-05
919,group,0,0,0,1,0,0,0,0,0,0,0.0002758726
920,grout,0,1,0,1,0,0,0,0,0,0,5.079604000000001e-07
921,grove,1,0,0,1,0,0,0,0,0,0,7.545198e-06
922,growl,0,0,0,1,0,0,0,0,0,0,3.902264e-06
923,grown,0,0,0,1,0,0,0,0,0,0,3.785098e-05
924,gruel,1,0,0,0,0,0,0,0,0,0,4.168376e-07
925,gruff,0,0,0,0,0,0,0,0,0,0,1.5774059999999999e-06
926,grunt,0,1,0,0,0,0,0,0,0,0,2.5851680000000002e-06
927,guard,0,0,1,0,0,0,0,0,0,0,4.049010000000001e-05
928,guava,0,0,2,0,0,0,0,0,0,0,3.212854000000001e-07
929,guess,1,0,0,0,0,0,0,0,0,0,4.99065e-05
930,guest,1,1,0,0,0,0,0,0,0,0,1.835932e-05
931,guide,1,0,0,0,1,0,0,0,0,0,5.445087999999999e-05
932,guild,0,0,0,0,1,0,0,0,0,0,4.037952000000001e-06
933,guile,1,0,0,0,1,0,0,0,0,0,6.9193e-07
934,guilt,0,1,0,0,1,0,0,0,0,0,2.055584e-05
935,guise,1,0,0,0,1,0,0,0,0,0,3.1855660000000004e-06
936,gulch,0,0,0,0,0,0,0,0,0,0,5.843672e-07
937,gully,0,0,0,0,0,0,0,0,0,0,1.280928e-06
938,gumbo,0,0,0,1,0,0,0,0,0,0,3.278434e-07
939,gummy,0,0,0,0,0,0,0,0,0,0,3.686902e-07
940,guppy,0,0,0,0,0,0,0,0,0,0,3.504236e-07
941,gusto,0,1,0,1,0,0,0,0,0,0,9.449946e-07
942,gusty,0,1,0,0,0,0,0,0,0,0,3.0135400000000004e-07
943,gypsy,0,0,0,0,0,0,0,0,0,0,2.680138e-06
944,habit,0,1,1,0,1,0,0,0,0,0,2.004108e-05
945,hairy,0,0,1,0,1,0,0,0,0,0,3.1570540000000002e-06
946,halve,1,0,1,0,0,0,0,0,0,0,4.0849920000000005e-07
947,handy,0,0,1,0,0,0,0,0,0,1,5.326727999999999e-06
948,happy,0,0,1,0,0,0,0,0,0,0,9.546254000000001e-05
949,hardy,0,0,1,0,0,0,0,0,0,0,6.201608e-06
950,harem,1,0,1,0,0,0,0,0,0,0,1.379282e-06
951,harpy,0,0,1,0,0,0,0,0,0,0,2.9648819999999996e-07
952,harry,0,0,1,0,0,0,0,0,0,0,2.76614e-05
953,harsh,0,0,1,0,0,0,0,0,0,0,1.359028e-05
954,haste,1,1,1,0,0,0,0,0,0,0,6.2310999999999995e-06
955,hasty,0,1,1,0,0,0,0,0,0,0,3.61321e-06
956,hatch,0,1,1,0,0,0,0,0,0,0,5.031166e-06
957,hater,1,1,1,0,0,0,0,0,1,0,4.0147599999999996e-07
958,haunt,0,1,1,0,0,0,0,0,0,0,2.939552e-06
959,haute,1,1,1,0,0,0,0,0,0,0,8.637756e-07
960,haven,1,0,1,0,0,0,0,0,0,0,1.19363e-05
961,havoc,0,0,1,1,0,0,0,0,0,0,2.419932e-06
962,hazel,1,0,1,0,0,0,0,0,0,0,4.744942e-06
963,heady,1,0,1,0,0,0,1,0,0,0,1.6228160000000002e-06
964,heard,1,0,1,0,0,0,1,0,0,0,0.00018583640000000002
965,heart,1,1,1,0,0,0,1,0,0,0,0.000236139
966,heath,1,1,1,0,0,1,1,0,0,0,5.744456e-06
967,heave,2,0,1,0,0,0,1,0,0,0,1.779192e-06
968,heavy,1,0,1,0,0,0,1,0,0,0,7.15587e-05
969,hedge,2,0,0,0,0,0,1,0,0,0,6.761506e-06
970,hefty,1,1,0,0,0,0,1,0,0,0,1.345622e-06
971,heist,1,1,0,0,1,0,1,0,0,0,4.181572e-07
972,helix,1,0,0,0,1,0,1,0,0,0,2.1204460000000005e-06
973,hello,1,0,0,1,0,0,1,0,0,0,1.7276659999999997e-05
974,hence,2,0,0,0,0,0,1,0,0,0,5.586689999999999e-05
975,heron,1,0,0,1,0,0,1,0,1,0,1.5070380000000003e-06
976,hilly,0,0,0,0,1,0,0,0,0,0,1.065799e-06
977,hinge,1,0,0,0,1,0,0,1,0,0,2.0653359999999997e-06
978,hippo,0,0,0,1,1,0,0,0,0,0,7.912258e-07
979,hippy,0,0,0,0,1,0,0,0,0,0,3.359734e-07
980,hitch,0,1,0,0,1,0,0,0,0,0,2.014022e-06
981,hoard,0,0,1,1,0,0,0,0,0,0,1.113796e-06
982,hobby,0,0,0,1,0,0,0,0,0,0,2.749e-06
983,hoist,0,1,0,1,1,0,0,0,0,0,1.0724059999999998e-06
984,holly,0,0,0,1,0,0,0,0,0,0,7.85362e-06
985,homer,1,0,0,1,0,0,0,0,1,0,5.7192219999999996e-06
986,honey,1,0,0,1,0,0,0,0,0,0,1.918002e-05
987,honor,0,0,0,2,0,0,0,0,0,0,2.9428880000000004e-05
988,horde,1,0,0,1,0,0,0,0,0,0,1.613594e-06
989,horny,0,0,0,1,0,0,0,0,0,0,1.478362e-06
990,horse,1,0,0,1,0,0,0,0,0,0,5.850564000000001e-05
991,hotel,1,1,0,1,0,0,0,0,0,0,4.812538e-05
992,hotly,0,1,0,1,0,0,0,0,0,0,1.5541659999999998e-06
993,hound,0,0,0,1,0,0,0,0,0,0,2.4441240000000003e-06
994,house,1,0,0,1,0,0,0,0,0,0,0.00032852959999999997
995,hovel,1,0,0,1,0,0,0,0,0,0,5.122864e-07
996,hover,1,0,0,1,0,0,0,0,1,0,1.773478e-06
997,howdy,0,0,0,1,0,0,0,0,0,0,3.79938e-07
998,human,0,0,1,0,0,0,0,0,0,1,0.0003340218
999,humid,0,0,0,0,1,0,0,0,0,0,2.4326399999999996e-06
1000,humor,0,0,0,1,0,0,0,0,0,0,1.198942e-05
1001,humph,0,0,0,0,0,0,0,0,0,0,7.971477999999999e-07
1002,humus,0,0,0,0,0,0,0,0,0,0,4.385118e-07
1003,hunch,0,0,0,0,0,0,0,0,0,0,1.4653e-06
1004,hunky,0,0,0,0,0,0,0,0,0,0,2.73659e-07
1005,hurry,0,0,0,0,0,0,0,0,0,0,1.65317e-05
1006,husky,0,0,0,0,0,0,0,0,0,0,2.29546e-06
1007,hussy,0,0,0,0,0,0,0,0,0,0,2.947094e-07
1008,hutch,0,1,0,0,0,0,0,0,0,0,5.893736e-07
1009,hydro,0,0,0,1,0,0,0,0,0,0,1.7062780000000001e-06
1010,hyena,1,0,1,0,0,0,0,0,0,0,5.722218e-07
1011,hymen,1,0,0,0,0,0,0,0,0,0,3.772038e-07
1012,hyper,1,0,0,0,0,0,0,0,1,0,3.822254e-06
1013,icily,0,0,0,0,2,0,0,0,0,0,2.9642240000000003e-07
1014,icing,0,0,0,0,2,0,0,1,0,0,1.9870840000000004e-06
1015,ideal,1,0,1,0,1,0,0,0,0,0,3.9110320000000005e-05
1016,idiom,0,0,0,1,2,0,0,0,0,0,2.112372e-06
1017,idiot,0,1,0,1,2,0,0,0,0,0,7.863608e-06
1018,idler,1,0,0,0,1,0,0,0,1,0,3.5833499999999993e-07
1019,idyll,0,0,0,0,1,0,0,0,0,0,4.894658000000001e-07
1020,igloo,0,0,0,2,1,0,0,0,0,0,2.423026e-07
1021,iliac,0,0,1,0,2,0,0,0,0,0,1.722098e-06
1022,image,1,0,1,0,1,0,0,0,0,0,0.0001154822
1023,imbue,1,0,0,0,1,0,0,0,0,0,3.687282e-07
1024,impel,1,0,0,0,1,0,0,0,0,0,2.76137e-07
1025,imply,0,0,0,0,1,0,0,0,0,0,1.12441e-05
1026,inane,1,0,1,0,1,0,0,1,0,1,4.6282300000000004e-07
1027,inbox,0,0,0,1,1,0,0,1,0,0,7.526403999999999e-07
1028,incur,0,0,0,0,1,0,0,1,0,0,2.1846899999999997e-06
1029,index,1,0,0,0,1,0,0,1,0,0,5.584756e-05
1030,inept,1,1,0,0,1,0,0,1,0,0,8.402978000000001e-07
1031,inert,1,1,0,0,1,0,0,1,1,0,2.840616e-06
1032,infer,1,0,0,0,1,0,0,1,1,0,4.191756000000001e-06
1033,ingot,0,1,0,1,1,0,0,1,0,0,3.663878e-07
1034,inlay,0,0,1,0,1,0,0,1,0,0,2.6018760000000003e-07
1035,inlet,1,1,0,0,1,0,0,1,0,0,3.896728000000001e-06
1036,inner,1,0,0,0,1,0,0,1,1,0,4.2333179999999995e-05
1037,input,0,1,0,0,1,0,0,1,0,0,4.182678e-05
1038,inter,1,1,0,0,1,0,0,1,1,0,1.81771e-05
1039,intro,0,1,0,1,1,0,0,1,0,0,1.094709e-06
1040,ionic,0,0,0,1,2,0,0,0,0,0,5.003394e-06
1041,irate,1,1,1,0,1,0,0,0,0,0,7.011632e-07
1042,irony,0,0,0,1,1,0,0,0,0,0,7.745302e-06
1043,islet,1,1,0,0,1,0,0,0,0,0,1.0200587999999998e-06
1044,issue,1,0,0,0,1,0,0,0,0,0,0.00010297513999999999
1045,itchy,0,1,0,0,1,0,0,0,0,0,8.960059999999999e-07
1046,ivory,0,0,0,1,1,0,0,0,0,0,5.1215800000000005e-06
1047,jaunt,0,1,1,0,0,0,0,0,0,0,3.8135720000000003e-07
1048,jazzy,0,0,1,0,0,0,0,0,0,0,3.048434e-07
1049,jelly,1,0,0,0,0,0,0,0,0,0,3.2083279999999998e-06
1050,jerky,1,0,0,0,0,0,0,0,1,0,1.21832e-06
1051,jetty,1,2,0,0,0,0,0,0,0,0,1.0529274e-06
1052,jewel,2,0,0,0,0,0,0,0,0,0,4.3249619999999995e-06
1053,jiffy,0,0,0,0,1,0,0,0,0,0,2.785536e-07
1054,joint,0,1,0,1,1,0,0,1,0,0,4.756398e-05
1055,joist,0,1,0,1,1,0,0,0,0,0,2.1949479999999996e-07
1056,joker,1,0,0,1,0,0,0,0,1,0,9.530860000000001e-07
1057,jolly,0,0,0,1,0,0,0,0,0,0,3.956742e-06
1058,joust,0,1,0,1,0,0,0,0,0,0,2.180454e-07
1059,judge,1,0,0,0,0,0,0,0,0,0,5.1865560000000004e-05
1060,juice,1,0,0,0,1,0,0,0,0,0,1.680802e-05
1061,juicy,0,0,0,0,1,0,0,0,0,0,1.81844e-06
1062,jumbo,0,0,0,1,0,0,0,0,0,0,8.818288e-07
1063,jumpy,0,0,0,0,0,0,0,0,0,0,5.884974000000001e-07
1064,junta,0,1,1,0,0,0,0,0,0,0,1.0188825999999999e-06
1065,junto,0,1,0,1,0,0,0,0,0,0,2.985758e-07
1066,juror,0,0,0,1,0,0,0,0,0,0,1.1541109999999998e-06
1067,kappa,0,0,2,0,0,0,0,0,0,0,1.10293e-06
1068,karma,0,0,2,0,0,0,0,0,0,0,3.1705020000000004e-06
1069,kayak,0,0,2,0,0,0,0,0,0,0,8.466210000000001e-07
1070,kebab,1,0,1,0,0,0,0,0,0,0,2.81231e-07
1071,khaki,0,0,1,0,1,0,0,0,0,0,1.3224e-06
1072,kinky,0,0,0,0,1,0,0,1,0,0,6.912652e-07
1073,kiosk,0,0,0,1,1,0,0,0,0,0,7.710664e-07
1074,kitty,0,2,0,0,1,0,0,0,0,0,6.174878000000001e-06
1075,knack,0,0,1,0,0,0,0,0,0,0,1.3468700000000002e-06
1076,knave,1,0,1,0,0,0,0,0,0,0,8.084594000000001e-07
1077,knead,1,0,1,0,0,0,0,0,0,0,6.970762e-07
1078,kneed,2,0,0,0,0,0,0,0,0,0,3.29297e-07
1079,kneel,2,0,0,0,0,0,0,0,0,0,2.342318e-06
1080,knelt,1,1,0,0,0,0,0,0,0,0,6.966632e-06
1081,knife,1,0,0,0,1,0,0,0,0,0,2.597168e-05
1082,knock,0,0,0,1,0,0,0,0,0,0,1.489196e-05
1083,knoll,0,0,0,1,0,0,0,0,0,0,1.0855366e-06
1084,known,0,0,0,1,0,0,0,0,0,0,0.0002153964
1085,koala,0,0,2,1,0,0,0,0,0,0,2.2841279999999998e-07
1086,krill,0,0,0,0,1,0,0,0,0,0,3.5670900000000005e-07
1087,label,1,0,1,0,0,0,0,0,0,0,1.890204e-05
1088,labor,0,0,1,1,0,0,0,0,0,0,6.769182e-05
1089,laden,1,0,1,0,0,0,0,0,0,0,6.646250000000001e-06
1090,ladle,1,0,1,0,0,0,0,0,0,0,8.182833999999999e-07
1091,lager,1,0,1,0,0,0,0,0,1,0,8.165786e-07
1092,lance,1,0,1,0,0,0,0,0,0,1,5.786344e-06
1093,lanky,0,0,1,0,0,0,0,0,0,1,9.421441999999999e-07
1094,lapel,1,0,1,0,0,0,0,0,0,0,5.881994e-07
1095,lapse,1,0,1,0,0,0,0,0,0,0,2.905818e-06
1096,large,1,0,1,0,0,0,0,0,0,0,0.0002670708
1097,larva,0,0,2,0,0,0,0,0,0,0,9.263142000000001e-07
1098,lasso,0,0,1,1,0,0,0,0,0,0,7.817328e-07
1099,latch,0,1,1,0,0,0,0,0,0,0,2.662888e-06
1100,later,1,1,1,0,0,0,0,0,1,0,0.0002644112
1101,lathe,1,1,1,0,0,1,1,0,0,0,5.315358e-07
1102,latte,1,2,1,0,0,0,0,0,0,0,7.806619999999999e-07
1103,laugh,0,0,1,0,0,0,0,0,0,0,4.033438e-05
1104,layer,1,0,1,0,0,0,0,0,1,0,4.4861e-05
1105,leach,1,0,1,0,0,0,0,0,0,0,1.7500440000000001e-06
1106,leafy,1,0,1,0,0,0,0,0,0,0,2.0455459999999997e-06
1107,leaky,1,0,1,0,0,0,0,0,0,0,9.803794e-07
1108,leant,1,1,1,0,0,0,0,0,0,1,2.009284e-06
1109,leapt,1,1,1,0,0,0,0,0,0,0,4.883072e-06
1110,learn,1,0,1,0,0,0,0,0,0,0,9.158542e-05
1111,lease,2,0,1,0,0,0,0,0,0,0,1.0117356e-05
1112,leash,1,0,1,0,0,0,0,0,0,0,2.36936e-06
1113,least,1,1,1,0,0,0,0,0,0,0,0.0002270318
1114,leave,2,0,1,0,0,0,0,0,0,0,0.00015926379999999998
1115,ledge,2,0,0,0,0,0,0,0,0,0,3.62803e-06
1116,leech,2,0,0,0,0,0,0,0,0,0,1.075124e-06
1117,leery,2,0,0,0,0,0,0,0,1,0,3.2902799999999997e-07
1118,lefty,1,1,0,0,0,0,0,0,0,0,5.867098e-07
1119,legal,1,0,1,0,0,0,0,0,0,0,0.00011498920000000001
1120,leggy,1,0,0,0,0,0,0,0,0,0,1.8012779999999997e-07
1121,lemon,1,0,0,1,0,0,0,0,0,0,1.14697e-05
1122,lemur,1,0,0,0,0,0,0,0,0,0,1.9627620000000004e-07
1123,leper,2,0,0,0,0,0,0,0,1,0,8.992856e-07
1124,level,2,0,0,0,0,0,0,0,0,0,0.0002404882
1125,lever,2,0,0,0,0,0,0,0,1,0,4.009838e-06
1126,libel,1,0,0,0,1,0,0,0,0,0,1.56705e-06
1127,liege,2,0,0,0,1,0,0,0,0,0,6.101958e-07
1128,light,0,1,0,0,1,0,0,0,0,0,0.00023950259999999999
1129,liken,1,0,0,0,1,0,0,0,0,0,4.205257999999999e-07
1130,lilac,0,0,1,0,1,0,0,0,0,0,1.204662e-06
1131,limbo,0,0,0,1,1,0,0,0,0,0,1.1427340000000002e-06
1132,limit,0,1,0,0,2,0,0,0,0,0,4.151956e-05
1133,linen,1,0,0,0,1,0,0,1,0,0,7.215186e-06
1134,liner,1,0,0,0,1,0,0,1,1,0,2.2117920000000004e-06
1135,lingo,0,0,0,1,1,0,0,1,0,0,5.366899999999999e-07
1136,lipid,0,0,0,0,2,0,0,0,0,0,7.358412e-06
1137,lithe,1,1,0,0,1,1,1,0,0,0,1.0323751999999999e-06
1138,liver,1,0,0,0,1,0,0,0,1,0,2.454614e-05
1139,livid,0,0,0,0,2,0,0,0,0,0,1.353606e-06
1140,llama,0,0,2,0,0,0,0,0,0,0,4.641506e-07
1141,loamy,0,0,1,1,0,0,0,0,0,0,2.1447540000000001e-07
1142,loath,0,1,1,1,0,1,0,0,0,0,8.574782000000001e-07
1143,lobby,0,0,0,1,0,0,0,0,0,0,8.569918e-06
1144,local,0,0,1,1,0,0,0,0,0,0,0.0001914902
1145,locus,0,0,0,1,0,0,0,0,0,0,5.141299999999999e-06
1146,lodge,1,0,0,1,0,0,0,0,0,0,9.598506e-06
1147,lofty,0,1,0,1,0,0,0,0,0,0,4.62448e-06
1148,logic,0,0,0,1,1,0,0,0,0,0,3.610534e-05
1149,login,0,0,0,1,1,0,0,1,0,0,1.387732e-06
1150,loopy,0,0,0,2,0,0,0,0,0,0,2.297622e-07
1151,loose,1,0,0,2,0,0,0,0,0,0,2.539488e-05
1152,lorry,0,0,0,1,0,0,0,0,0,0,1.46778e-06
1153,loser,1,0,0,1,0,0,0,0,1,0,2.284684e-06
1154,louse,1,0,0,1,0,0,0,0,0,0,4.854248e-07
1155,lousy,0,0,0,1,0,0,0,0,0,0,1.4343859999999998e-06
1156,lover,1,0,0,1,0,0,0,0,1,0,1.74864e-05
1157,lower,1,0,0,1,0,0,0,0,1,0,0.00012339759999999999
1158,lowly,0,0,0,1,0,0,0,0,0,0,2.2410780000000003e-06
1159,loyal,0,0,1,1,0,0,0,0,0,0,1.0205768e-05
1160,lucid,0,0,0,0,1,0,0,0,0,0,1.777216e-06
1161,lucky,0,0,0,0,0,0,0,0,0,0,2.3218099999999997e-05
1162,lumen,1,0,0,0,0,0,0,0,0,0,2.504334e-06
1163,lumpy,0,0,0,0,0,0,0,0,0,0,8.521497999999999e-07
1164,lunar,0,0,1,0,0,0,0,0,0,0,3.3237359999999998e-06
1165,lunch,0,0,0,0,0,0,0,0,0,0,2.981172e-05
1166,lunge,1,0,0,0,0,0,0,0,0,0,1.0270253999999999e-06
1167,lupus,0,0,0,0,0,0,0,0,0,0,2.162536e-06
1168,lurch,0,0,0,0,0,0,0,0,0,0,1.154646e-06
1169,lurid,0,0,0,0,1,0,0,0,0,0,1.0734428e-06
1170,lusty,0,1,0,0,0,0,0,0,0,0,7.591444e-07
1171,lying,0,0,0,0,1,0,0,1,0,0,4.138268e-05
1172,lymph,0,0,0,0,0,0,0,0,0,0,5.657232000000001e-06
1173,lyric,0,0,0,0,1,0,0,0,0,0,3.000406e-06
1174,macaw,0,0,2,0,0,0,0,0,0,0,1.5314260000000002e-07
1175,macho,0,0,1,1,0,0,0,0,0,0,9.971148e-07
1176,macro,0,0,1,1,0,0,0,0,0,0,7.730394e-06
1177,madam,0,0,2,0,0,0,0,0,0,0,7.3336720000000015e-06
1178,madly,0,0,1,0,0,0,0,0,0,0,1.964032e-06
1179,mafia,0,0,2,0,1,0,0,0,0,0,2.386932e-06
1180,magic,0,0,1,0,1,0,0,0,0,0,3.466081999999999e-05
1181,magma,0,0,2,0,0,0,0,0,0,0,1.1886387999999999e-06
1182,maize,1,0,1,0,1,0,0,0,0,0,4.285174e-06
1183,major,0,0,1,1,0,0,0,0,0,0,0.000145607
1184,maker,1,0,1,0,0,0,0,0,1,0,9.874465999999999e-06
1185,mambo,0,0,1,1,0,0,0,0,0,0,2.352804e-07
1186,mamma,0,0,2,0,0,0,0,0,0,0,4.131682e-06
1187,mammy,0,0,1,0,0,0,0,0,0,0,9.143024000000001e-07
1188,manga,0,0,2,0,0,0,0,0,0,1,9.490520000000001e-07
1189,mange,1,0,1,0,0,0,0,0,0,1,6.729114e-07
1190,mango,0,0,1,1,0,0,0,0,0,1,2.3096259999999997e-06
1191,mangy,0,0,1,0,0,0,0,0,0,1,3.175304e-07
1192,mania,0,0,2,0,1,0,0,0,0,1,2.1181799999999998e-06
1193,manic,0,0,1,0,1,0,0,0,0,1,1.797946e-06
1194,manly,0,0,1,0,0,0,0,0,0,1,3.1156760000000003e-06
1195,manor,0,0,1,1,0,0,0,0,0,1,4.895122e-06
1196,maple,1,0,1,0,0,0,0,0,0,0,4.425158e-06
1197,march,0,0,1,0,0,0,0,0,0,0,8.400524e-05
1198,marry,0,0,1,0,0,0,0,0,0,0,2.7549300000000004e-05
